1968-01-04,30,13,21.5,0.02,0.3,5
1968-01-05,13,-6,3.5,0,0,5
1968-01-06,32,-2,15,0,0,5
1968-01-07,28,5,16.5,0.08,1.2,5
1968-01-08,10,-6,2,0.01,0.2,5
1968-01-09,25,-2,11.5,T,T,5
1968-01-10,28,19,23.5,0.02,0.2,5
1968-01-11,24,3,13.5,0,0,5
1968-01-12,33,-10,11.5,0,0,5
1968-01-13,29,17,23,0,0,5
1968-01-14,40,26,33,0.07,0.7,5
1968-01-15,33,22,27.5,0.2,1.4,4
1968-01-16,23,2,12.5,0.09,1,5
1968-01-17,34,6,20,0,0,5
1968-01-18,45,10,27.5,0,0,4
1968-01-19,37,16,26.5,T,T,3
1968-01-20,41,19,30,T,T,3
1968-01-21,40,26,33,0,0,2
1968-01-22,38,21,29.5,0,0,2
1968-01-23,37,22,29.5,0.05,0,1
1968-01-24,22,3,12.5,0.11,0.8,1
1968-01-25,30,0,15,0,0,1
1968-01-26,36,1,18.5,0,0,1
1968-01-27,50,21,35.5,0,0,1
1968-01-28,41,32,36.5,0.02,0,T
1968-01-29,43,33,38,0.32,0,T
1968-01-30,40,35,37.5,0.63,0,T
1968-01-31,44,34,39,0.54,0,T
1968-02-01,44,37,40.5,0,0,T
1968-02-02,52,35,43.5,0.06,0,0
1969-01-01,32,3,17.5,0.1,T,T
1969-01-02,19,9,14,T,T,T
1969-01-03,30,11,20.5,T,T,T
1969-01-04,19,7,13,0.03,0.5,T
1969-01-05,20,-3,8.5,0.01,0.2,T
1969-01-06,28,7,17.5,0,0,T
1969-01-07,32,17,24.5,0.25,3.2,3
1969-01-08,24,8,16,0.06,1,4
1969-01-09,42,22,32,0.21,0,1
1969-01-10,22,13,17.5,T,0.1,1
1969-01-11,19,14,16.5,0.01,0.1,1
1969-01-12,22,11,16.5,0.01,0.1,1
1969-01-13,24,14,19,0.02,0.3,1
1969-01-14,27,19,23,T,T,1
1969-01-15,33,18,25.5,0.02,0.3,1
1969-01-16,41,5,23,0,0,1
1969-01-17,41,32,36.5,T,0,T
1969-01-18,49,35,42,0.35,0,T
1969-01-19,49,29,39,0.1,0,T
1969-01-20,39,23,31,0,0,0
1969-01-21,42,34,38,0,0,0
1969-01-22,49,33,41,0.01,0,0
1969-01-23,52,36,44,0,0,0
1969-01-24,56,40,48,T,0,0
1969-01-25,40,20,30,0.09,0,0
1969-01-26,24,10,17,T,T,T
1969-01-27,32,7,19.5,T,0.1,T
1969-01-28,36,11,23.5,0,0,T
1969-01-29,43,23,33,0.27,0,0
1969-01-30,55,38,46.5,0.65,0,0
1969-01-31,53,33,43,0.64,0,0
1969-02-01,41,31,36,0.13,0,0
1969-02-02,46,28,37,0.11,0,0
1970-01-01,29,22,25.5,T,0.1,3
1970-01-02,30,23,26.5,0.05,0.6,3
1970-01-03,30,20,25,0.14,2,5
1970-01-04,20,9,14.5,0.27,3,6
1970-01-05,36,10,23,0.01,0.3,6
1970-01-06,33,24,28.5,T,0.1,3
1970-01-07,24,10,17,0.26,3.2,5
1970-01-08,10,-3,3.5,0.03,0.5,5
1970-01-09,5,-4,0.5,0.01,T,5
1970-01-10,17,2,9.5,0.08,0.8,5
1970-01-11,25,-2,11.5,T,T,5
1970-01-12,26,21,23.5,0.25,2.5,7
1970-01-13,25,20,22.5,0.01,0.3,6
1970-01-14,23,11,17,0.09,1.5,7
1970-01-15,35,-9,13,T,T,7
1970-01-16,47,7,27,0,0,6
1970-01-17,38,28,33,0.12,0,4
1970-01-18,36,20,28,0.09,T,3
1970-01-19,20,2,11,0,0,3
1970-01-20,19,0,9.5,0.05,0.6,3
1970-01-21,16,0,8,0.26,3.6,6
1970-01-22,15,-10,2.5,T,0.3,6
